Gene,pathways
ASP3-1,"['PATHWAY     sce00250  Alanine, aspartate and glutamate metabolism', 'sce00460  Cyanoamino acid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
SHH4,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
IDP2,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids', 'sce04146  Peroxisome']"
CBF5,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
RFX1,['PATHWAY     sce04111  Cell cycle - yeast']
SAM1,"['PATHWAY     sce00270  Cysteine and methionine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01230  Biosynthesis of amino acids', 'sce01240  Biosynthesis of cofactors']"
VTA1,['PATHWAY     sce04144  Endocytosis']
SWI6,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
RPL37A,['PATHWAY     sce03010  Ribosome']
SKG3,['PATHWAY     sce03018  RNA degradation']
PEX13,['PATHWAY     sce04146  Peroxisome']
NOP56,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
HRD3,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
PNP1,"['PATHWAY     sce00230  Purine metabolism', 'sce00240  Pyrimidine metabolism', 'sce00760  Nicotinate and nicotinamide metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
CLB4,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
ATG38,['PATHWAY     sce04138  Autophagy - yeast']
UTP13,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
BNA5,"['PATHWAY     sce00380  Tryptophan metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
TOP3,['PATHWAY     sce03440  Homologous recombination']
VPS34,"['PATHWAY     sce00562  Inositol phosphate metabolism', 'sce01100  Metabolic pathways', 'sce04070  Phosphatidylinositol signaling system', 'sce04136  Autophagy - other', 'sce04138  Autophagy - yeast', 'sce04145  Phagosome']"
CDD1,"['PATHWAY     sce00240  Pyrimidine metabolism', 'sce01100  Metabolic pathways']"
SYM1,['PATHWAY     sce04146  Peroxisome']
GSY2,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
LCB5,"['PATHWAY     sce00600  Sphingolipid metabolism', 'sce01100  Metabolic pathways']"
RED1,['PATHWAY     sce04113  Meiosis - yeast']
RPS28B,['PATHWAY     sce03010  Ribosome']
NEJ1,['PATHWAY     sce03450  Non-homologous end-joining']
SEC22,"['PATHWAY     sce04130  SNARE interactions in vesicular transport', 'sce04145  Phagosome']"
DCS1,['PATHWAY     sce03018  RNA degradation']
YCS4,['PATHWAY     sce04111  Cell cycle - yeast']
MCM5,"['PATHWAY     sce03030  DNA replication', 'sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
SMD2,['PATHWAY     sce03040  Spliceosome']
YSH1,['PATHWAY     sce03015  mRNA surveillance pathway']
ECI1,"['PATHWAY     sce00071  Fatty acid degradation', 'sce04146  Peroxisome']"
CTS1,"['PATHWAY     sce00520  Amino sugar and nucleotide sugar metabolism', 'sce01100  Metabolic pathways']"
MEC3,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
ATP14,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
YHC1,['PATHWAY     sce03040  Spliceosome']
ECM38,"['PATHWAY     sce00430  Taurine and hypotaurine metabolism', 'sce00460  Cyanoamino acid metabolism', 'sce00480  Glutathione metabolism', 'sce01100  Metabolic pathways']"
EXG1,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways']"
ACO1,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
UBC12,['PATHWAY     sce04120  Ubiquitin mediated proteolysis']
CDA1,"['PATHWAY     sce00520  Amino sugar and nucleotide sugar metabolism', 'sce01100  Metabolic pathways']"
CDA2,"['PATHWAY     sce00520  Amino sugar and nucleotide sugar metabolism', 'sce01100  Metabolic pathways']"
NMA1,"['PATHWAY     sce00760  Nicotinate and nicotinamide metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
MID2,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
RPS25B,['PATHWAY     sce03010  Ribosome']
NUP2,['PATHWAY     sce03013  Nucleocytoplasmic transport']
FKS1,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways', 'sce04011  MAPK signaling pathway - yeast']"
RPL26A,['PATHWAY     sce03010  Ribosome']
KAP95,['PATHWAY     sce03013  Nucleocytoplasmic transport']
NIT3,"['PATHWAY     sce00250  Alanine, aspartate and glutamate metabolism', 'sce01100  Metabolic pathways']"
TAL1,"['PATHWAY     sce00030  Pentose phosphate pathway', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism', 'sce01230  Biosynthesis of amino acids']"
ILV5,"['PATHWAY     sce00290  Valine, leucine and isoleucine biosynthesis', 'sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
ATG33,['PATHWAY     sce04139  Mitophagy - yeast']
STE11,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
SSQ1,['PATHWAY     sce03018  RNA degradation']
ARC18,"['PATHWAY     sce04138  Autophagy - yeast', 'sce04144  Endocytosis']"
ROM2,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
ELO3,"['PATHWAY     sce00062  Fatty acid elongation', 'sce01040  Biosynthesis of unsaturated fatty acids', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01212  Fatty acid metabolism']"
FBP1,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00030  Pentose phosphate pathway', 'sce00051  Fructose and mannose metabolism', 'sce00680  Methane metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
SEC61,"['PATHWAY     sce03060  Protein export', 'sce04141  Protein processing in endoplasmic reticulum', 'sce04145  Phagosome']"
NAM2,['PATHWAY     sce00970  Aminoacyl-tRNA biosynthesis']
RPS29A,['PATHWAY     sce03010  Ribosome']
VPS33,['PATHWAY     sce04138  Autophagy - yeast']
SKI2,['PATHWAY     sce03018  RNA degradation']
RPL31B,['PATHWAY     sce03010  Ribosome']
UTP21,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
VIP1,['PATHWAY     sce04070  Phosphatidylinositol signaling system']
VPS36,['PATHWAY     sce04144  Endocytosis']
URA4,"['PATHWAY     sce00240  Pyrimidine metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
RPN13,['PATHWAY     sce03050  Proteasome']
ATG17,['PATHWAY     sce04138  Autophagy - yeast']
TUS1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
ATG23,['PATHWAY     sce04138  Autophagy - yeast']
IMD3,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
LSM3,"['PATHWAY     sce03018  RNA degradation', 'sce03040  Spliceosome']"
RPS1A,['PATHWAY     sce03010  Ribosome']
RPL6B,['PATHWAY     sce03010  Ribosome']
SST2,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
YPT7,"['PATHWAY     sce04138  Autophagy - yeast', 'sce04144  Endocytosis', 'sce04145  Phagosome']"
GLO1,"['PATHWAY     sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways']"
ERG6,"['PATHWAY     sce00100  Steroid biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
MRPL39,['PATHWAY     sce03010  Ribosome']
UBX2,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
TAF11,['PATHWAY     sce03022  Basal transcription factors']
PPZ1,"['PATHWAY     sce03015  mRNA surveillance pathway', 'sce04113  Meiosis - yeast']"
OST6,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways', 'sce04141  Protein processing in endoplasmic reticulum']"
UNG1,['PATHWAY     sce03410  Base excision repair']
APT1,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways']"
RPS17A,['PATHWAY     sce03010  Ribosome']
RPS18B,['PATHWAY     sce03010  Ribosome']
YOX1,['PATHWAY     sce04111  Cell cycle - yeast']
USA1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
RAD52,['PATHWAY     sce03440  Homologous recombination']
AMD1,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
CAT2,['PATHWAY     sce04146  Peroxisome']
RSE1,['PATHWAY     sce03040  Spliceosome']
CYB2,"['PATHWAY     sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways']"
SPC2,['PATHWAY     sce03060  Protein export']
IMD4,"['PATHWAY     sce00230  Purine metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
NTE1,['PATHWAY     sce00564  Glycerophospholipid metabolism']
OGG1,['PATHWAY     sce03410  Base excision repair']
RPS1B,['PATHWAY     sce03010  Ribosome']
TEM1,['PATHWAY     sce04111  Cell cycle - yeast']
HMG1,"['PATHWAY     sce00900  Terpenoid backbone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
ATP18,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways']"
ALO1,"['PATHWAY     sce00053  Ascorbate and aldarate metabolism', 'sce01100  Metabolic pathways']"
AIM33,['PATHWAY     sce00520  Amino sugar and nucleotide sugar metabolism']
UTP14,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
RAD10,['PATHWAY     sce03420  Nucleotide excision repair']
TAF13,['PATHWAY     sce03022  Basal transcription factors']
TSL1,"['PATHWAY     sce00500  Starch and sucrose metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
NUP188,['PATHWAY     sce03013  Nucleocytoplasmic transport']
COQ5,"['PATHWAY     sce00130  Ubiquinone and other terpenoid-quinone biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
TAF8,['PATHWAY     sce03022  Basal transcription factors']
VAN1,"['PATHWAY     sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways']"
TUB3,['PATHWAY     sce04145  Phagosome']
PGA3,['PATHWAY     sce00520  Amino sugar and nucleotide sugar metabolism']
ERO1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
CDC5,"['PATHWAY     sce04111  Cell cycle - yeast', 'sce04113  Meiosis - yeast']"
PLB2,['PATHWAY     sce00564  Glycerophospholipid metabolism']
PLB1,['PATHWAY     sce00564  Glycerophospholipid metabolism']
ADI1,"['PATHWAY     sce00270  Cysteine and methionine metabolism', 'sce01100  Metabolic pathways']"
HXT2,['PATHWAY     sce04113  Meiosis - yeast']
SEC59,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce01100  Metabolic pathways']"
ERG5,"['PATHWAY     sce00100  Steroid biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
SOK2,['PATHWAY     sce04113  Meiosis - yeast']
FMS1,"['PATHWAY     sce00330  Arginine and proline metabolism', 'sce00410  beta-Alanine metabolism', 'sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
UBC7,"['PATHWAY     sce04120  Ubiquitin mediated proteolysis', 'sce04141  Protein processing in endoplasmic reticulum']"
PEX12,['PATHWAY     sce04146  Peroxisome']
TAP42,"['PATHWAY     sce04136  Autophagy - other', 'sce04138  Autophagy - yeast']"
IMP2,['PATHWAY     sce03060  Protein export']
MIH1,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04111  Cell cycle - yeast']"
MSN2,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04113  Meiosis - yeast', 'sce04138  Autophagy - yeast', 'sce04213  Longevity regulating pathway - multiple species']"
ARA2,"['PATHWAY     sce00053  Ascorbate and aldarate metabolism', 'sce01100  Metabolic pathways']"
MCM1,"['PATHWAY     sce04011  MAPK signaling pathway - yeast', 'sce04111  Cell cycle - yeast']"
NUP116,['PATHWAY     sce03013  Nucleocytoplasmic transport']
STV1,"['PATHWAY     sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce04145  Phagosome']"
BUB2,['PATHWAY     sce04111  Cell cycle - yeast']
RNA14,['PATHWAY     sce03015  mRNA surveillance pathway']
VPS20,['PATHWAY     sce04144  Endocytosis']
NAM7,"['PATHWAY     sce03013  Nucleocytoplasmic transport', 'sce03015  mRNA surveillance pathway']"
ADH3,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00071  Fatty acid degradation', 'sce00350  Tyrosine metabolism', 'sce00620  Pyruvate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
UTP15,['PATHWAY     sce03008  Ribosome biogenesis in eukaryotes']
SNO1,"['PATHWAY     sce00750  Vitamin B6 metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
SNZ1,"['PATHWAY     sce00750  Vitamin B6 metabolism', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
SRT1,"['PATHWAY     sce00900  Terpenoid backbone biosynthesis', 'sce01110  Biosynthesis of secondary metabolites']"
PGM2,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00030  Pentose phosphate pathway', 'sce00052  Galactose metabolism', 'sce00230  Purine metabolism', 'sce00500  Starch and sucrose metabolism', 'sce00520  Amino sugar and nucleotide sugar metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01250  Biosynthesis of nucleotide sugars']"
YKU80,['PATHWAY     sce03450  Non-homologous end-joining']
ILV2,"['PATHWAY     sce00290  Valine, leucine and isoleucine biosynthesis', 'sce00650  Butanoate metabolism', 'sce00660  C5-Branched dibasic acid metabolism', 'sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01210  2-Oxocarboxylic acid metabolism', 'sce01230  Biosynthesis of amino acids']"
HFD1,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00053  Ascorbate and aldarate metabolism', 'sce00071  Fatty acid degradation', 'sce00280  Valine, leucine and isoleucine degradation', 'sce00310  Lysine degradation', 'sce00330  Arginine and proline metabolism', 'sce00340  Histidine metabolism', 'sce00380  Tryptophan metabolism', 'sce00410  beta-Alanine metabolism', 'sce00561  Glycerolipid metabolism', 'sce00620  Pyruvate metabolism', 'sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
FOL3,"['PATHWAY     sce00790  Folate biosynthesis', 'sce01100  Metabolic pathways', 'sce01240  Biosynthesis of cofactors']"
SHH3,"['PATHWAY     sce00020  Citrate cycle (TCA cycle)', 'sce00190  Oxidative phosphorylation', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
ADE17,"['PATHWAY     sce00230  Purine metabolism', 'sce00670  One carbon pool by folate', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
RPL15B,['PATHWAY     sce03010  Ribosome']
STO1,"['PATHWAY     sce03013  Nucleocytoplasmic transport', 'sce03015  mRNA surveillance pathway', 'sce03040  Spliceosome']"
POM152,['PATHWAY     sce03013  Nucleocytoplasmic transport']
RIM11,['PATHWAY     sce04113  Meiosis - yeast']
SWP1,"['PATHWAY     sce00510  N-Glycan biosynthesis', 'sce00513  Various types of N-glycan biosynthesis', 'sce01100  Metabolic pathways', 'sce04141  Protein processing in endoplasmic reticulum']"
IMP1,['PATHWAY     sce03060  Protein export']
ATG16,['PATHWAY     sce04138  Autophagy - yeast']
HLJ1,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
MSS11,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
PAH1,"['PATHWAY     sce00561  Glycerolipid metabolism', 'sce00564  Glycerophospholipid metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites']"
MLH1,['PATHWAY     sce03430  Mismatch repair']
ALD3,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00053  Ascorbate and aldarate metabolism', 'sce00071  Fatty acid degradation', 'sce00280  Valine, leucine and isoleucine degradation', 'sce00310  Lysine degradation', 'sce00330  Arginine and proline metabolism', 'sce00340  Histidine metabolism', 'sce00380  Tryptophan metabolism', 'sce00410  beta-Alanine metabolism', 'sce00561  Glycerolipid metabolism', 'sce00620  Pyruvate metabolism', 'sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
ALD2,"['PATHWAY     sce00010  Glycolysis / Gluconeogenesis', 'sce00053  Ascorbate and aldarate metabolism', 'sce00071  Fatty acid degradation', 'sce00280  Valine, leucine and isoleucine degradation', 'sce00310  Lysine degradation', 'sce00330  Arginine and proline metabolism', 'sce00340  Histidine metabolism', 'sce00380  Tryptophan metabolism', 'sce00410  beta-Alanine metabolism', 'sce00561  Glycerolipid metabolism', 'sce00620  Pyruvate metabolism', 'sce00770  Pantothenate and CoA biosynthesis', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01240  Biosynthesis of cofactors']"
HOT1,['PATHWAY     sce04011  MAPK signaling pathway - yeast']
SSO2,['PATHWAY     sce04130  SNARE interactions in vesicular transport']
HSC82,['PATHWAY     sce04141  Protein processing in endoplasmic reticulum']
MRPS17,['PATHWAY     sce03010  Ribosome']
GCV2,"['PATHWAY     sce00260  Glycine, serine and threonine metabolism', 'sce00630  Glyoxylate and dicarboxylate metabolism', 'sce01100  Metabolic pathways', 'sce01110  Biosynthesis of secondary metabolites', 'sce01200  Carbon metabolism']"
SGS1,['PATHWAY     sce03440  Homologous recombination']
